Tue May 19 19:40:51 2026    profile

         3485717 function calls (3017295 primitive calls) in 111.181 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:225(__init__)
        6    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/utilities.py:28(get_default_context)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:60(isabs)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/context.py:119(on_shutdown)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:447(_simple)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/executors.py:291(remove_node)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/impl/rcutils_logger.py:179(get_filters_from_kwargs)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/impl/rcutils_logger.py:237(is_enabled_for)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:161(__len__)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/clock.py:122(__new__)
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:327(find_cookie)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:678(__new__)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:173(append)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:850(getmodule)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:377(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:406(tokenize)
        8    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:86(__post_init__)
       78    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      111    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
       40    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       18    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/nn/modules/batchnorm.py:81(<dictcomp>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:356(_escape)
        4    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/impl/rcutils_logger.py:220(get_child)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_get_operation}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:433(_uniq)
        3    0.000    0.000    0.000    0.000 {built-in method rclpy._rclpy_pybind11.rclpy_resolve_name}
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_utils.py:287(_validate_loaded_sparse_tensors)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/waitable.py:59(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tokenize.py:321(read_or_stop)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/signals.py:49(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:612(unwrap)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:428(_is_zipfile)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:202(changed_parameters)
       12    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:286(_wake_executor)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/clock.py:266(__new__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:226(deleted_parameters)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:97(closegroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:902(createLock)
       30    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       95    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:823(<genexpr>)
       33    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:439(PrepareAnonTerminals)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/time.py:25(__init__)
        4    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_weights_only_unpickler.py:230(_read_global_instruction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:483(PackedData)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1217(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_ops.py:1456(__getattr__)
        2    0.000    0.000    0.000    0.000 {built-in method torch.cuda._get_device_properties}
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:326(get_namespace)
       64    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/__future__.py:25(get_overwrite_module_params_on_conversion)
        6    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/service.py:29(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1247(__hash__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:112(__init__)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:820(<genexpr>)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       29    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/storage.py:1552(_get_dtype_from_pickle_storage_type)
       36    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:182(ismodule)
       10    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1645(Scanner)
      121    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/storage.py:561(_dtype_to_storage_type_map)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_event.py:220(__init__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:355(istraceback)
       60    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:134(reliability)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/parameter.py:127(__init__)
       28    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/typing_extensions.py:3216(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:970(Hook)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:409(__subclasshook__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:778(__exit__)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_weights_only_unpickler.py:194(<listcomp>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1242(__eq__)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_weights_only_unpickler.py:196(<listcomp>)
       34    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:306(handle)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:321(get_name)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:398(<listcomp>)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:119(history)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/executors.py:69(__init__)
        3    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:381(<genexpr>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:619(isstring)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:247(_register_at_fork_reinit_lock)
       54    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:928(fix_flags)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/types.py:176(__get__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/time.py:47(seconds_nanoseconds)
       27    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/duration.py:103(get_c_duration)
        1    0.000    0.000    0.000    0.000 {built-in method rclpy._rclpy_pybind11.rclpy_logging_logger_is_enabled_for}
       26    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:576(_is_meta_location)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_event.py:151(stamp)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
       39    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       20    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1089(Token)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:629(_is_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:504(ForestToParseTree)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:380(__repr__)
       41    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:149(durability)
       60    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:219(_acquireLock)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:365(isframe)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1435(__init__)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:209(liveliness)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:1204(add_waitable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:615(TerminalTreeToPattern)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:82(groups)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/storage.py:538(_new_dtypes)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/clock.py:279(set_ros_time_override)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:332(_code_compatible_with_device)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:606(getmro)
       26    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:225(EBNF_to_BNF)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:881(__init__)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_weights_only_unpickler.py:150(_tensor_rebuild_functions)
        5    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lark.py:38(PostLex)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:1903(_get_restore_location)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:783(Filter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_analysis.py:31(ParseTable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/exceptions.py:205(UnexpectedToken)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:395(__setattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_interactive_parser.py:116(ImmutableInteractiveParser)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:85(opengroup)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:272(executor)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:456(_generate_overlap_table)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:236(__init__)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       13    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:265(executor)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:603(get_parameter_or)
        5    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/grammar_analysis.py:8(RulePtr)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:315(__subclasshook__)
       15    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:379(iscode)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/storage.py:589(_storage_type_to_dtype_map)
        4    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/impl/rcutils_logger.py:216(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:177(TokenNode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:448(ForestSumVisitor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:47(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:207(ForestVisitor)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/clock.py:274(_set_ros_time_is_active)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:471(_get_alias_val)
       11    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:109(history)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_overriding_options.py:52(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:464(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_common.py:5(Item)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/callback_groups.py:96(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:714(__hash__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:941(Context)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/utils.py:223(FS)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parser_frontends.py:40(ParsingFrontend)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:727(ForestToPyDotVisitor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:643(TreeForestTransformer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/cyk.py:84(Parser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_weakrefset.py:86(add)
       23    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       18    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/sparse/__init__.py:497(is_enabled)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:884(add_on_set_parameters_callback)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:348(Visitor)
       10    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_metadata}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1636(addHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:395(Interpreter)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_weights_only_unpickler.py:308(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:367(Visitor_Recursive)
       16    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/utils/_config_module.py:106(string_or_list_of_string_to_list)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/utils.py:44(Serialize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:1363(StringLiteralToken)
        5    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:477(_get_iscased)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/context.py:36(__init__)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:124(reliability)
        4    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:64(PatternStr)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:295(integer_array_value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1667(currentframe)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:154(depth)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter.py:142(value)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:764(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:25(SymbolNode)
        1    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1333(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:576(get_parameter)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/parameter.py:38(from_parameter_value)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:184(deadline)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/load_grammar.py:381(SimplifyRule_Visitor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:759(decode)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/impl/rcutils_logger.py:48(<genexpr>)
        6    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_set_parameters_result.py:73(<genexpr>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        6    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:195(type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/grammar.py:37(Terminal)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/storage.py:591(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:81(PatternRE)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/lalr_parser.py:16(LALR_Parser)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:139(durability)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/parameter.py:75(check)
        7    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/impl/rcutils_logger.py:190(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/_ops.py:1362(__init__)
        3    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_set_parameters_result.py:124(successful)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:169(lifespan)
       13    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/parameter.py:142(name)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:221(double_value)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/em.py:524(Stream)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/typing_extensions.py:1667(__instancecheck__)
        2    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:259(__contains__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/io.py:60(__getattr__)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:229(avoid_ros_namespace_conventions)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:169(__setitem__)
       10    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/_distutils_hack/__init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:113(PackedNode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/parsers/earley_forest.py:367(ForestTransformer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/lexer.py:104(TerminalDef)
        1    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos_event.py:132(__init__)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/node.py:296(default_callback_group)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_value.py:178(type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:243(TransformerChain)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rcl_interfaces/msg/_parameter_descriptor.py:182(name)
        9    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/qos.py:199(liveliness)
        2    0.000    0.000    0.000    0.000 /opt/ros/humble/local/lib/python3.10/dist-packages/rclpy/callback_groups.py:30(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:481(__set_name__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:193(_checkLevel)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:810(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/visitors.py:43(_Decoratable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/utils.py:91(SerializeMemoizer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/lark/tree.py:16(Meta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1366(_fixupParents)
        1    0.000    0.000    0.000    0.000 /home/will/.local/lib/python3.10/site-packages/torch/serialization.py:756(_is_path)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:786(__init__)
